metabolite	HMDB_ID	reaction	gene	direction
Water	HMDB0002111	1,2-diacyl-3-beta-D-galactosyl-sn-glycerol + Water → Galactosylglycerol + carboxylates	PNLIPRP2[Enzyme]	substrate
Water	HMDB0002111	1,3-Diaminopropane + Oxygen + Water → 3-Aminopropionaldehyde + Ammonia + Hydrogen peroxide	AOC3[Unknown]; AOC2[Unknown]	substrate
Water	HMDB0002111	1,4-cineole + NADPH + Oxygen → 2-exo-hydroxy-1,4-cineole + NADP + Water	CYP2B6[Unknown]; CYP2A6[Unknown]	product
Water	HMDB0002111	1-(1-Alkenyl)-sn-glycero-3-phosphoethanolamine + Water → 1-(1-Alkenyl)-sn-glycero-3-phosphate + Ethanolamine	ENPP2[Unknown]	substrate
Water	HMDB0002111	1-(1-Alkenyl)-sn-glycero-3-phosphoethanolamine + Water → 1-(1-Alkenyl)-sn-glycerol + O-Phosphoethanolamine	ENPP6[Enzyme]	substrate
Water	HMDB0002111	1-(1-alkenyl)-sn-glycero-3-phosphocholine + Water → an aldehyde + Glycerophosphocholine	TMEM86B[Unknown]	substrate
Water	HMDB0002111	1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine + Water → an aldehyde + sn-glycero-3-Phosphoethanolamine	TMEM86B[Unknown]	substrate
Water	HMDB0002111	1-Acyl-sn-glycero-3-phosphocholine + Water → Glycerophosphocholine + Fatty acid	LYPLA1[Enzyme]; PLA2G15[Unknown]; PLB1[Unknown]; PNPLA6[Enzyme]; PNPLA7[Unknown]	substrate
Water	HMDB0002111	1-Acyl-sn-glycero-3-phosphoethanolamine + Water → Fatty acid + sn-glycero-3-Phosphoethanolamine	LYPLA1[Enzyme]; PLB1[Unknown]; PNPLA6[Enzyme]; PNPLA7[Unknown]	substrate
Water	HMDB0002111	1-Acylglycerol + Water → Glycerol + Fatty acid	MGLL[Enzyme]	substrate
Water	HMDB0002111	1-Methylhistamine + Water + Oxygen → Methylimidazole acetaldehyde + Ammonia + Hydrogen peroxide	MAOB[Unknown]; MAOA[Unknown]	substrate
Water	HMDB0002111	1-Methylnicotinamide + Oxygen + Water → N1-Methyl-2-pyridone-5-carboxamide + Hydrogen peroxide + Hydrogen Ion	AOX1[Unknown]	substrate
Water	HMDB0002111	1-Methylnicotinamide + Oxygen + Water → N1-Methyl-4-pyridone-3-carboxamide + Hydrogen peroxide + Hydrogen Ion	AOX1[Unknown]	substrate
Water	HMDB0002111	1-Methylxanthine + Water + Oxygen → 1-Methyluric acid + Hydrogen peroxide	XDH[Unknown]	substrate
Water	HMDB0002111	1-Nitronaphthalene-5,6-oxide + Water → 1-Nitro-5,6-dihydroxy-dihydronaphthalene	EPHX1[Enzyme]	substrate
Water	HMDB0002111	1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate + Water → 1-Phosphatidyl-1D-myo-inositol 3-phosphate + Phosphate	INPP4B[Enzyme]; INPP4A[Enzyme]	substrate
Water	HMDB0002111	1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate + Water → 1-Phosphatidyl-1D-myo-inositol 4-phosphate + Phosphate	MTM1[Enzyme]	substrate
Water	HMDB0002111	1-Phosphatidyl-1D-myo-inositol 3-phosphate + Water → 1-Phosphatidyl-D-myo-inositol + Phosphate	MTM1[Enzyme]	substrate
Water	HMDB0002111	1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate + Water → 1-Phosphatidyl-1D-myo-inositol 4-phosphate + Phosphate	OCRL[Unknown]; SYNJ2[Enzyme]; INPP5E[Enzyme]; SYNJ1[Enzyme]; INPP5B[Unknown]	substrate
Water	HMDB0002111	1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate + Water → myo-Inositol 1,4,5-trisphosphate + 1,2-Diacyl-sn-glycerol	PLCB1[Unknown]; PLCB4[Unknown]; PLCB2[Unknown]; PLCB3[Unknown]; PLCG2[Unknown]; PLCG1[Unknown]; PLCD1[Unknown]; PLCD4[Unknown]; PLCE1[Unknown]; PLCD3[Unknown]; PLCZ1[Unknown]	substrate
Water	HMDB0002111	1-Pyrroline-5-carboxylic acid + NAD + Water → L-Glutamic acid + NADH + Hydrogen Ion	ALDH4A1[Unknown]	substrate
Water	HMDB0002111	1-Pyrroline-5-carboxylic acid + NAD(P)(+) + Water → L-Glutamic acid + NAD(P)H	ALDH4A1[Unknown]	substrate
Water	HMDB0002111	1-Pyrroline-5-carboxylic acid + NADP + Water → L-Glutamic acid + NADPH + Hydrogen Ion	ALDH4A1[Unknown]	substrate
Water	HMDB0002111	1-Radyl-2-acyl-sn-glycero-3-phosphocholine + Water → 1-Organyl-2-lyso-sn-glycero-3-phosphocholine + Carboxylate	PLA2G5[Unknown]; PLA2G2F[Unknown]; PLA2G4A[Unknown]; PLA2G1B[Unknown]; PLA2G12B[Unknown]; PLA2G10[Unknown]; PLA2G2E[Unknown]; PLA2G12A[Unknown]; PLA2G6[Unknown]; PLA2G2A[Unknown]; PLA2G2D[Unknown]; PLA2G4C[Unknown]; PLA2G3[Unknown]; PLB1[Unknown]; PLA2G4D[Unknown]; PLA2G4E[Unknown]; PLA2G4F[Unknown]; PLA2G4B[Unknown]; PLA2G16[Unknown]	substrate
Water	HMDB0002111	1-alkyl-2-acetyl-sn-glycero-3-phosphocholine + Water → 1-alkyl-sn-glycero-3-phosphocholine + Acetic acid	PLA2G7[Enzyme]; PAFAH1B3[Enzyme]; PAFAH1B2[Enzyme]; PAFAH2[Enzyme]; ASPG[Enzyme]	substrate
Water	HMDB0002111	1-alkyl-sn-glycero-3-phosphoethanolamine + Water → 1-alkyl-sn-glycerol 3-phosphate + Ethanolamine	ENPP2[Unknown]	substrate
Water	HMDB0002111	1-alkyl-sn-glycerol + Sapropterin + Oxygen → 1-O-alkyl-sn-glycerol + Dihydrobiopterin + Water	AGMO[Unknown]	product
Water	HMDB0002111	1-phosphatidyl-1D-myo-inositol 3,4,5-triphosphate + Water → 1-phosphatidyl-1D-myo-inositol 3,4-diphosphate + Phosphate	INPPL1[Enzyme]; INPP5D[Enzyme]	substrate
Water	HMDB0002111	1-phosphatidyl-1D-myo-inositol 3-phosphate + Water → 1-phosphatidyl-1D-myo-inositol + Phosphate	MTM1[Enzyme]	substrate
Water	HMDB0002111	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate + Water → 1-phosphatidyl-1D-myo-inositol 4-phosphate + Phosphate	OCRL[Unknown]; SYNJ2[Enzyme]; INPP5E[Enzyme]; SYNJ1[Enzyme]; INPP5B[Unknown]	substrate
Water	HMDB0002111	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate + Water → 1-phosphatidyl-1D-myo-inositol 5-phosphate + Phosphate	TMEM55A[Unknown]; TMEM55B[Unknown]	substrate
Water	HMDB0002111	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate + Water → myo-Inositol 1,4,5-trisphosphate + DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)	PLCB1[Unknown]; PLCB4[Unknown]; PLCB2[Unknown]; PLCB3[Unknown]; PLCG2[Unknown]; PLCG1[Unknown]; PLCD1[Unknown]; PLCH2[Unknown]; PLCD4[Unknown]; PLCH1[Unknown]; PLCE1[Unknown]; PLCD3[Unknown]; PLCZ1[Unknown]	substrate
Water	HMDB0002111	1-phosphatidyl-myo-inositol 3,4-bisphosphate + Water → 1-phosphatidyl-1D-myo-inositol 3-phosphate + Phosphate	INPP4B[Enzyme]; INPP4A[Enzyme]	substrate
Water	HMDB0002111	1-phosphatidyl-myo-inositol 4,5-bisphosphate + Water → 1-phosphatidyl-1D-myo-inositol 5-phosphate + Phosphate	TMEM55A[Unknown]; TMEM55B[Unknown]	substrate
Water	HMDB0002111	10-Formyltetrahydrofolate + NADP + Water → Tetrahydrofolic acid + CO(2) + NADPH	ALDH1L1[Enzyme]; ALDH1L2[Enzyme]	substrate
Water	HMDB0002111	10-Formyltetrahydrofolate + NADP + Water → Tetrahydrofolic acid + Carbon dioxide + NADPH + Hydrogen Ion	ALDH1L1[Enzyme]; ALDH1L2[Enzyme]	substrate
Water	HMDB0002111	11,12-Epoxyeicosatrienoic acid + Water → 11,12-DiHETrE	EPHX2[Unknown]	substrate
Water	HMDB0002111	11b-Hydroxyprogesterone + Reduced acceptor + Oxygen → Corticosterone + Acceptor + Water	CYP21A2[Unknown]	product
Water	HMDB0002111	14,15-Epoxy-5,8,11-eicosatrienoic acid + Water → 14,15-DiHETrE	EPHX2[Unknown]	substrate
Water	HMDB0002111	17-Hydroxyprogesterone + Reduced acceptor + Oxygen → Androstenedione + Acetic acid + Acceptor + Water	CYP17A1[Unknown]	product
Water	HMDB0002111	17-Hydroxyprogesterone + Reduced acceptor + Oxygen → Cortexolone + Acceptor + Water	CYP21A2[Unknown]	product
Water	HMDB0002111	17-Hydroxyprogesterone + Reduced ferredoxin + Oxygen → 21-Deoxycortisol + Oxidized ferredoxin + Water	CYP11B1[Unknown]; CYP11B2[Unknown]	product
Water	HMDB0002111	17a,20a-Dihydroxycholesterol + Oxygen + Hydrogen Ion + Reduced adrenal ferredoxin → 17a-Hydroxypregnenolone + 4-Methylpentanal + Water + Oxidized adrenal ferredoxin	CYP11A1[Unknown]	product
Water	HMDB0002111	17a-Hydroxypregnenolone + NADPH + Hydrogen Ion + Oxygen → 17alpha,21-Dihydroxypregnenolone + NADP + Water	CYP21A2[Unknown]	product
Water	HMDB0002111	17a-Hydroxypregnenolone + Reduced acceptor + Oxygen → Dehydroepiandrosterone + Acetic acid + Acceptor + Water	CYP17A1[Unknown]	product
Water	HMDB0002111	17alpha,21-Dihydroxypregnenolone + Reduced ferredoxin + Oxygen → 11b,17a,21-Trihydroxypreg-nenolone + Oxidized ferredoxin + Water	CYP11B1[Unknown]; CYP11B2[Unknown]	product
Water	HMDB0002111	18-Hydroxycorticosterone + Reduced adrenal ferredoxin + Oxygen → Aldosterone + Oxidized adrenal ferredoxin + Water	CYP11B2[Unknown]	product
Water	HMDB0002111	1a,11b-Dihydro-4,9-dimethylbenz[a]anthra[3,4-b]oxirene + Water → trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene	EPHX1[Enzyme]	substrate
Water	HMDB0002111	2&#39;-Deoxyguanosine 5&#39;-monophosphate + Water → Deoxyguanosine + Phosphate	NT5E[Unknown]; NT5C1B[Unknown]; NT5C1A[Unknown]; NT5C[Unknown]; NT5M[Unknown]; NT5C3[Enzyme]; NT5C2[Unknown]	substrate
Water	HMDB0002111	2&#39;-Deoxyinosine triphosphate + Water → dIMP + Pyrophosphate	ITPA[Unknown]	substrate
Water	HMDB0002111	2&#39;-Deoxyribonucleoside diphosphate + Trypanothione disulfide + Water → Ribonucleoside diphosphate + Trypanothione	RRM1[Enzyme]; RRM2[Unknown]; RRM2B[Unknown]	substrate
Water	HMDB0002111	2&#39;-Deoxyribonucleoside diphosphate + Tryparedoxin disulfide + Water → Ribonucleoside diphosphate + Tryparedoxin	RRM1[Enzyme]; RRM2[Unknown]; RRM2B[Unknown]	substrate
Water	HMDB0002111	2&#39;-deoxyribonucleoside diphosphate + thioredoxin disulfide + Water → ribonucleoside diphosphate + thioredoxin	RRM1[Enzyme]; RRM2[Unknown]; RRM2B[Unknown]	substrate
Water	HMDB0002111	2&#39;-phospho-[ligated tRNA] + NAD → mature tRNA + ADP ribose 1&#39;&#39;,2&#39;&#39;-phosphate + Niacinamide + Water	TRPT1[Unknown]	product
Water	HMDB0002111	2,3,5-Trichlorodienelactone + Water → 2,3,5-Trichloromaleylacetate	CMBL[Enzyme]	substrate
Water	HMDB0002111	2,3-Diphosphoglyceric acid + Water → 2-Phospho-D-glyceric acid + Phosphate	MINPP1[Enzyme]	substrate
Water	HMDB0002111	2,3-Diphosphoglyceric acid + Water → 3-Phosphoglyceric acid + Phosphate	BPGM[Enzyme]; PGAM2[Enzyme]; PGAM4[Enzyme]; PGAM1[Enzyme]	substrate
Water	HMDB0002111	2,3-Epoxyaflatoxin B1 + Water → Aflatoxin B1 diol	EPHX1[Enzyme]	substrate
Water	HMDB0002111	2,3-Epoxymenaquinone + 1,4-Dithiothreitol → Menatetrenone + Oxidized dithiothreitol + Water	VKORC1[Enzyme]	product
Water	HMDB0002111	2,3-Epoxymenaquinone + Gla protein + Water → Menaquinol + Gla protein precursor + Carbon dioxide + Oxygen	GGCX[Unknown]	substrate
Water	HMDB0002111	2,5-Dichloro-carboxymethylenebut-2-en-4-olide + Water → 2,5-Dichloro-4-oxohex-2-enedioate	CMBL[Enzyme]	substrate
Water	HMDB0002111	2,5-Dioxopentanoate + NADP + Water → Oxoglutaric acid + NADPH + Hydrogen Ion	ALDH2[Unknown]; ALDH3A2[Unknown]; ALDH1B1[Unknown]	substrate
Water	HMDB0002111	2-Acetyl-1-alkyl-sn-glycero-3-phosphocholine + Water → 1-Organyl-2-lyso-sn-glycero-3-phosphocholine + Acetic acid	PLA2G7[Enzyme]; PAFAH1B3[Enzyme]; PAFAH1B2[Enzyme]; PAFAH2[Enzyme]	substrate
Water	HMDB0002111	2-Acyl-1-alkyl-sn-glycero-3-phosphate + Water → 1-Alkyl-2-acylglycerol + Phosphate	PPAP2C[Unknown]; PPAP2A[Unknown]; PPAP2B[Unknown]	substrate
Water	HMDB0002111	2-Acyl-sn-glycero-3-phosphocholine + Water → Glycerophosphocholine + Fatty acid	PLB1[Unknown]; PNPLA6[Enzyme]; PNPLA7[Unknown]	substrate
Water	HMDB0002111	2-Acyl-sn-glycero-3-phosphoethanolamine + Water → Fatty acid + sn-glycero-3-Phosphoethanolamine	PLB1[Unknown]; PNPLA6[Enzyme]; PNPLA7[Unknown]	substrate
Water	HMDB0002111	2-Acylglycerol + Water → Glycerol + Fatty acid	ABHD12[Unknown]; ABHD6[Unknown]	substrate
Water	HMDB0002111	2-Chloro-5-methyl-cis-dienelactone + Water → 2-Chloro-5-methylmaleylacetate	CMBL[Enzyme]	substrate
Water	HMDB0002111	2-Hexaprenyl-3-methyl-6-methoxy-1,4 benzoquinone + Oxygen + NADPH + Hydrogen Ion → 2-Hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone + NADP + Water	COQ7[Unknown]	product
Water	HMDB0002111	2-Hexaprenyl-6-methoxyphenol + Oxygen → 2-Hexaprenyl-6-methoxy-1,4-benzoquinone + Water	COQ6[Unknown]	product
Water	HMDB0002111	2-Keto-glutaramic acid + Water → Oxoglutaric acid + Ammonia	NIT2[Unknown]	substrate
Water	HMDB0002111	2-Methyl-3-hydroxybutyryl-CoA → Tiglyl-CoA + Water	EHHADH[Unknown]; ECHS1[Enzyme]; HADHA[Unknown]	product
Water	HMDB0002111	2-Methyl-3-oxopropanoic acid + Coenzyme A + Water + NAD → Propionyl-CoA + Hydrogen carbonate + NADH	ALDH6A1[Unknown]	substrate
Water	HMDB0002111	2-Oxosuccinamate + Water → Oxalacetic acid + Ammonia	NIT2[Unknown]	substrate
Water	HMDB0002111	2-Phospho-D-glyceric acid → Phosphoenolpyruvic acid + Water	ENO3[Unknown]; ENO2[Unknown]; ENO1[Unknown]	product
Water	HMDB0002111	2-Polyprenyl-3-methyl-6-methoxy-1,4-benzoquinone + Oxygen + NADPH + Hydrogen Ion → 2-Polyprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone + NADP + Water	COQ7[Unknown]	product
Water	HMDB0002111	2-Polyprenyl-6-methoxyphenol + Oxygen → 2-Polyprenyl-6-methoxy-1,4-benzoquinone + Water	COQ6[Unknown]	product
Water	HMDB0002111	2-Propyn-1-al + NAD + Water → Propynoic acid + NADH + Hydrogen Ion	ALDH9A1[Unknown]; ALDH7A1[Unknown]; ALDH2[Unknown]; ALDH3A2[Unknown]; ALDH1B1[Unknown]	substrate
Water	HMDB0002111	2-hydroxy-dATP + Water → 2-hydroxy-dAMP + Pyrophosphate	NUDT1[Enzyme]	substrate
Water	HMDB0002111	2-lysophosphatidylcholine + Water → Glycerophosphocholine + a carboxylate	PLA2G4A[Unknown]; LGALS13[Enzyme]; CLC[Enzyme]; ASPG[Enzyme]; PLB1[Unknown]; PNPLA8[Unknown]; PNPLA6[Enzyme]	substrate
Water	HMDB0002111	20a,22b-Dihydroxycholesterol + Oxygen + Reduced adrenal ferredoxin + Hydrogen Ion → 4-Methylpentanal + Pregnenolone + Water + Oxidized adrenal ferredoxin	CYP11A1[Unknown]	product
Water	HMDB0002111	20alpha-Hydroxycholesterol + NADPH + Hydrogen Ion + Oxygen → 17a,20a-Dihydroxycholesterol + NADP + Water	CYP17A1[Unknown]	product
Water	HMDB0002111	20alpha-Hydroxycholesterol + Oxygen + Reduced adrenal ferredoxin + Hydrogen Ion → 20a,22b-Dihydroxycholesterol + Water + Oxidized adrenal ferredoxin	CYP11A1[Unknown]	product
Water	HMDB0002111	21-Deoxycortisol + Acceptor + Water → 11b-Hydroxyprogesterone + Reduced acceptor + Oxygen	CYP17A1[Unknown]	substrate
Water	HMDB0002111	21-Deoxycortisol + Reduced acceptor + Oxygen → Cortisol + Acceptor + Water	CYP21A2[Unknown]	product
Water	HMDB0002111	22b-Hydroxycholesterol + Oxygen + Reduced adrenal ferredoxin + Hydrogen Ion → 20a,22b-Dihydroxycholesterol + Water + Oxidized adrenal ferredoxin	CYP11A1[Unknown]	product
Water	HMDB0002111	25-Hydroxycholesterol + NADPH + Hydrogen Ion + Oxygen → 7-a,25-Dihydroxycholesterol + NADP + Water	CYP7B1[Unknown]	product
Water	HMDB0002111	25-Hydroxycholesterol + NADPH + Oxygen → 7-a,25-Dihydroxycholesterol + NADP + Water	CYP7B1[Unknown]	product
Water	HMDB0002111	27-Hydroxycholesterol + NADPH + Hydrogen Ion + Oxygen → 7-a,27-Dihydroxycholesterol + NADP + Water	CYP7A1[Unknown]; CYP7B1[Unknown]	product
Water	HMDB0002111	27-Hydroxycholesterol + NADPH + Oxygen → 7-a,27-Dihydroxycholesterol + NADP + Water	CYP7B1[Unknown]	product
Water	HMDB0002111	27-Hydroxycholesterol + Oxygen + NADPH + Hydrogen Ion → 3beta-Hydroxy-5-cholestenoic acid + NADP + Water	CYP27A1[Unknown]	product
Water	HMDB0002111	3,4-Dihydroxymandelaldehyde + NAD + Water → 3,4-Dihydroxymandelic acid + NADH + Hydrogen Ion	ALDH3A1[Unknown]; ALDH1A3[Unknown]; ALDH3B2[Unknown]; ALDH3B1[Unknown]	substrate
Water	HMDB0002111	3,4-Dihydroxymandelaldehyde + NADP + Water → 3,4-Dihydroxymandelic acid + NADPH + Hydrogen Ion	ALDH3A1[Unknown]; ALDH1A3[Unknown]; ALDH3B2[Unknown]; ALDH3B1[Unknown]	substrate
Water	HMDB0002111	3,4-Dihydroxyphenylacetaldehyde + NAD + Water → 3,4-Dihydroxybenzeneacetic acid + NADH + Hydrogen Ion	ALDH3A1[Unknown]; ALDH1A3[Unknown]; ALDH3B2[Unknown]; ALDH3B1[Unknown]	substrate
Water	HMDB0002111	3,4-Dihydroxyphenylacetaldehyde + NADP + Water → 3,4-Dihydroxybenzeneacetic acid + NADPH + Hydrogen Ion	ALDH3A1[Unknown]; ALDH1A3[Unknown]; ALDH3B2[Unknown]; ALDH3B1[Unknown]	substrate
Water	HMDB0002111	3,5-Diiodo-L-tyrosine + Hydrogen peroxide → Thyroxine + 2-Aminoacrylic acid + Water	TPO[Unknown]	product
Water	HMDB0002111	3-Aminopropionaldehyde + NAD + Water → beta-Alanine + NADH + Hydrogen Ion	ALDH9A1[Unknown]; ALDH3A1[Unknown]; ALDH7A1[Unknown]; ALDH1A3[Unknown]; ALDH2[Unknown]; ALDH3A2[Unknown]; ALDH1B1[Unknown]; ALDH3B2[Unknown]; ALDH3B1[Unknown]	substrate
Water	HMDB0002111	3-Carbamoyl-2-phenylpropionaldehyde + NAD + Water → 3-Carbamoyl-2-phenylpropionic acid + NADH + Hydrogen Ion	ALDH3A1[Unknown]; ALDH1A3[Unknown]; ALDH3B2[Unknown]; ALDH3B1[Unknown]	substrate
Water	HMDB0002111	3-Chloro-2-methyldienelactone + Water → 3-Chloro-2-methylmaleylacetate	CMBL[Enzyme]	substrate
Water	HMDB0002111	3-Fumarylpyruvate + Water → Fumaric acid + Pyruvic acid	FAHD1[Unknown]	substrate
Water	HMDB0002111	3-Hydroxy-3-methylglutaryl-CoA + Coenzyme A → Acetyl-CoA + Water + Acetoacetyl-CoA	HMGCS2[Enzyme]; HMGCS1[Enzyme]	product
Water	HMDB0002111	3-Hydroxy-3-methylglutaryl-CoA → 3-Methylglutaconyl-CoA + Water	AUH[Enzyme]; AUH[Enzyme]	product
Water	HMDB0002111	3-Hydroxybutyryl-CoA → Crotonoyl-CoA + Water	EHHADH[Unknown]; ECHS1[Enzyme]; HADHA[Unknown]	product
Water	HMDB0002111	3-Hydroxyisovaleryl-CoA → 3-Methylcrotonyl-CoA + Water	EHHADH[Unknown]; ECHS1[Enzyme]; HADHA[Unknown]	product
Water	HMDB0002111	3-Hydroxypropionyl-CoA → Acrylyl-CoA + Water	EHHADH[Unknown]; ECHS1[Enzyme]; HADHA[Unknown]	product
Water	HMDB0002111	3-Methoxy-4-hydroxyphenylglycolaldehyde + NAD + Water → Vanillylmandelic acid + NADH + Hydrogen Ion	ALDH3A1[Unknown]; ALDH1A3[Unknown]; ALDH3B2[Unknown]; ALDH3B1[Unknown]	substrate
Water	HMDB0002111	3-Methoxy-4-hydroxyphenylglycolaldehyde + NADP + Water → Vanillylmandelic acid + NADPH + Hydrogen Ion	ALDH3A1[Unknown]; ALDH1A3[Unknown]; ALDH3B2[Unknown]; ALDH3B1[Unknown]	substrate
Water	HMDB0002111	3-Methoxytyramine + Water + Oxygen → Homovanillin + Hydrogen peroxide + Ammonia	MAOB[Unknown]; MAOA[Unknown]	substrate
Water	HMDB0002111	3-beta-Hydroxy-4-beta-methyl-5-alpha-cholest-7-ene-4-alpha-carbaldehyde + NAD(P)H + Oxygen → 3-beta-Hydroxy-4-beta-methyl-5-alpha-cholest-7-ene-4-alpha-carboxylate + NAD(P)(+) + Water	MSMO1[Unknown]	product
Water	HMDB0002111	3a,7a,12a,24-Tetrahydroxy-5b-cholestanoyl-CoA → 3a,7a,12a-Trihydroxy-5b-cholest-24-enoyl-CoA + Water	HSD17B4[Unknown]	product
Water	HMDB0002111	3a,7a,12a-Trihydroxy-5b-cholestan-26-al + NADPH + Oxygen + Hydrogen Ion → Coprocholic acid + NADP + Water	CYP27A1[Unknown]	product
Water	HMDB0002111	3a,7a-Dihydroxy-5b-cholest-24-enoyl-CoA + Water → 3 alpha,7 alpha,24-Trihydroxy-5beta-cholestanoyl-CoA	HSD17B4[Unknown]	substrate
Water	HMDB0002111	3a,7a-Dihydroxy-5b-cholestan-26-al + NAD + Water → 17alpha,20alpha-Dihydroxypregn-4-en-3-one + NADH + Hydrogen Ion	ALDH9A1[Unknown]; ALDH7A1[Unknown]; ALDH2[Unknown]; ALDH3A2[Unknown]; ALDH1B1[Unknown]	substrate
Water	HMDB0002111	3a,7a-Dihydroxy-5b-cholestan-26-al + NADPH + Oxygen + Hydrogen Ion → 17alpha,20alpha-Dihydroxypregn-4-en-3-one + NADP + Water	CYP27A1[Unknown]	product
Water	HMDB0002111	3a,7a-Dihydroxy-5b-cholestane + NADPH + Oxygen → 3 alpha,7 alpha,26-Trihydroxy-5beta-cholestane + NADP + Water	CYP27A1[Unknown]	product
Water	HMDB0002111	3beta-Hydroxy-5-cholestenoic acid + Oxygen + NADPH + Hydrogen Ion → 3beta,7alpha-Dihydroxy-5-cholestenoate + NADP + Water	CYP7B1[Unknown]	product
Water	HMDB0002111	4,4-Dimethyl-5-alpha-cholest-7-en-3-beta-ol + NAD(P)H + Oxygen → 4-beta-Hydroxymethyl-4-alpha-methyl-5-alpha-cholest-7-en-3-beta-ol + NAD(P)(+) + Water	MSMO1[Unknown]	product
Water	HMDB0002111	4,4-Dimethyl-5a-cholesta-8,24-dien-3-b-ol + NADH + Hydrogen Ion + Oxygen → 3-beta-Hydroxy-4-beta-methyl-5-alpha-cholest-7-ene-4-alpha-carboxylate + NAD + Water	MSMO1[Unknown]; C5orf4[Unknown]	product
Water	HMDB0002111	4,4-Dimethyl-5a-cholesta-8,24-dien-3-b-ol + NADPH + Hydrogen Ion + Oxygen → 3-beta-Hydroxy-4-beta-methyl-5-alpha-cholest-7-ene-4-alpha-carboxylate + NADP + Water	MSMO1[Unknown]; C5orf4[Unknown]	product
Water	HMDB0002111	4,4-Dimethyl-5a-cholesta-8,24-dien-3-b-ol + NADPH + Hydrogen Ion + Oxygen → 4a-Carboxy-4b-methyl-5a-cholesta-8,24-dien-3b-ol + NADP + Water	MSMO1[Unknown]; C5orf4[Unknown]	product
Water	HMDB0002111	4-Aminobutyraldehyde + NAD + Water → gamma-Aminobutyric acid + NADH	ALDH9A1[Unknown]	substrate
Water	HMDB0002111	4-Aminobutyraldehyde + NAD + Water → gamma-Aminobutyric acid + NADH + Hydrogen Ion	ALDH9A1[Unknown]; ALDH7A1[Unknown]; ALDH2[Unknown]; ALDH3A2[Unknown]; ALDH1B1[Unknown]	substrate
Water	HMDB0002111	4-Aminobutyraldehyde + NADP + Water → gamma-Aminobutyric acid + NADPH + Hydrogen Ion	ALDH9A1[Unknown]; ALDH7A1[Unknown]; ALDH2[Unknown]; ALDH3A2[Unknown]; ALDH1B1[Unknown]	substrate
Water	HMDB0002111	4-Fluoromuconolactone + Water → 2-Maleylacetate + Fluoride	CMBL[Enzyme]	substrate
Water	HMDB0002111	4-Fumarylacetoacetic acid + Water → Acetoacetic acid + Fumaric acid	FAH[Unknown]	substrate
Water	HMDB0002111	4-Hydroxy-L-glutamic acid + NADH + Hydrogen Ion → L-4-Hydroxyglutamate semialdehyde + NAD + Water	ALDH4A1[Unknown]; PRODH[Unknown]	product
Water	HMDB0002111	4-Hydroxyphenyl acetate + Water → Hydroquinone + Acetic acid	PON3[Enzyme]; PON1[Enzyme]; PON2[Enzyme]	substrate
Water	HMDB0002111	4-Hydroxyphenylacetaldehyde + NAD + Water → p-Hydroxyphenylacetic acid + NADH + Hydrogen Ion	ALDH3A1[Unknown]; ALDH1A3[Unknown]; ALDH3B2[Unknown]; ALDH3B1[Unknown]	substrate
Water	HMDB0002111	4-Hydroxyphenylacetaldehyde + NADP + Water → p-Hydroxyphenylacetic acid + NADPH + Hydrogen Ion	ALDH3A1[Unknown]; ALDH1A3[Unknown]; ALDH3B2[Unknown]; ALDH3B1[Unknown]	substrate
Water	HMDB0002111	4-Imidazolone-5-propionic acid + Water → Formiminoglutamic acid	AMDHD1[Unknown]	substrate
Water	HMDB0002111	4-Imidazolone-5-propionic acid + Water → Formiminoglutamic acid + Hydrogen Ion	AMDHD1[Unknown]	substrate
Water	HMDB0002111	4-Imidazolone-5-propionic acid → Urocanic acid + Water	UROC1[Unknown]	product
Water	HMDB0002111	4-Methylumbelliferyl acetate + Water → 4-Methylumbelliferone + Acetic acid	CES1[Enzyme]; CES2[Enzyme]; ESD[Enzyme]	substrate
Water	HMDB0002111	4-Nitrophenol + NADPH + Oxygen → 4-Nitrocatechol + NADP + Water	CYP2E1[Unknown]	product
Water	HMDB0002111	4-Nitrophenyl phosphate + Water → 4-Nitrophenol + Phosphate	ALPP[Unknown]; ALPI[Unknown]; ALPL[Unknown]; ALPPL2[Unknown]	substrate
Water	HMDB0002111	4-Trimethylammoniobutanal + NAD + Water → 4-Trimethylammoniobutanoic acid + NADH	ALDH9A1[Unknown]	substrate
Water	HMDB0002111	4-Trimethylammoniobutanal + NAD + Water → 4-Trimethylammoniobutanoic acid + NADH + Hydrogen Ion	ALDH9A1[Unknown]; ALDH7A1[Unknown]; ALDH2[Unknown]; ALDH3A2[Unknown]; ALDH1B1[Unknown]	substrate
