HMDB_ID	Secondary_HMDB_ID	Kegg_ID	metabolite	synonyms_name	Organ and components	Cell and elements	Tissue and substructures	Biofluid and excreta	Subcellular	kingdom	super_class	sub_class	class	associated_gene	Software_Predicted	BioLocation_Summary
HMDB0001830	HMDB01830	C00410	Progesterone	(S)-4-Pregnene-3,20-dione; (S)-Pregn-4-en-3,20-dione; (S)-Progesterone; 17alpha-Progesterone; 4-Pregnene-3,20-dione; Agolutin; Akrolutin; Corpus luteum hormone; Crinone; Delta(4)-Pregnene-3,20-dione; Gelbkoerperhormon; Luteohormone; Progesteron; Prometrium; 17a-Progesterone; 17Α-progesterone; Δ(4)-pregnene-3,20-dione; 3,20-Pregnene-4; 4-Pregnen-3,20-dione; beta-Progesterone; Bio-luton; CIDR; Colprosterone; Corlutin; Corlutina; Corluvite; Corporin; Crinone progesterone gel; Curretab; Cyclogest; Cyclogesterin; D4-Pregnene-3,20-dione; Delalutin; Duraprogen; Estima; Flavolutan; Fologenon; Gesterol; Gesterol 100; Gesterol 50; Gestiron; Gestone; Gestormone; Gestron; Glanducorpin; Gynlutin; Gynoluton; Gynolutone; Hormoflaveine; Hormoluton; Hydroxyprogesterone caproate; Hydroxyprogesterone caproic acid; Lingusorbs; Lipo-lutin; Lucorteum; Lucorteum sol; Lugesteron; Luteal hormone; Luteocrin normale; Luteodyn; Luteogan; Luteol; Luteopur; Luteosan; Luteostab; Luteovis; Luteum; Lutex; Lutidon; Lutociclina; Lutocuclin m; Lutocyclin; Lutocyclin m; Lutocylin; Lutocylol; Lutoform; Lutogyl; Lutren; Lutromone; Membrettes; Methylpregnone; MPA; Nalutron; Percutacrine; Percutacrine luteinique; Piaponon; Pranone; Pregn-4-en-3,20-dione; Pregn-4-ene-3,20-dione; Pregnene-3,20-dione; Pregnenedione; Primolut; Prochieve; Progeffik; Progekan; Progestan; Progestasert; Progesterol; Progesteronum; Progestin; Progestogel; Progestol; Progeston; Progestone; Progestosol; Progestron; Progestronol; Projestaject; Prolets; Prolidon; Prolutin; Proluton; Prolutone; Prontogest; Protormone; Syngesterone; Syngestrets; Synovex S; Syntolutan; Utrogest; Utrogestan; Vitarrine; Progesterone, (13 alpha,17 alpha)-(+-)-isomer; Progesterone, (17 alpha)-isomer; Progesterone, (9 beta,10 alpha)-isomer	Gonad | Testicle : Testes - Testis | Prostate : Prostate gland	Extracellular : Extracellular region | Cell | Element	Placenta | Adipose tissue : Fat tissue - Body fat - Adipose | Hepatic tissue : Liver tissue	Blood | Cerebrospinal fluid : Csf | Urine	Cytoplasm : Cytoplasma | Membrane | Endoplasmic reticulum : Er | Cell membrane : Cellular membrane	Organic compounds	Lipids and lipid-like molecules	Pregnane steroids	Steroids and steroid derivatives	CYP11B1; AKR1D1; CYP11A1; CYP3A4; CYP2C9; CYP2C19; CYP17A1; CYP1B1; CYP2D6; CYP3A5; CYP1A1; CYP3A7; CYP1A2; CYP2C8; CYP2A6; PGR; ITGB3BP; ABCC1; ABCB11; ESR1; ABCB1; SLC10A1; SLC22A1; NR3C2; SLC22A2; SLC22A3; HSD3B1; HSD3B2; CYP11B2; P450-CYP21B; PGRMC1; PGRMC2; CYP21A2; FKBP5; PTGES3; CYP21A2	Compass	Extracellular | Blood | Cerebrospinal fluid
HMDB0000601	HMDB03873	C04722	Coprocholic acid	(3alpha,5beta,7alpha,12alpha)-3,7,12-Trihydroxycholestan-26-Oic acid; 3,7,12-Trihydroxycholestan-26-Oic acid; (3a,5b,7a,12a)-3,7,12-Trihydroxycholestan-26-Oate; (3a,5b,7a,12a)-3,7,12-Trihydroxycholestan-26-Oic acid; (3alpha,5beta,7alpha,12alpha)-3,7,12-Trihydroxycholestan-26-Oate; (3Α,5β,7α,12α)-3,7,12-trihydroxycholestan-26-Oate; (3Α,5β,7α,12α)-3,7,12-trihydroxycholestan-26-Oic acid; 3,7,12-Trihydroxycholestan-26-Oate; Coprocholate; 3a,7a,12a-Trihydroxy-(6ci,7ci,8ci)5b-cholestan-26-Oate; 3a,7a,12a-Trihydroxy-(6ci,7ci,8ci)5b-cholestan-26-Oic acid; 3a,7a,12a-Trihydroxy-5b-cholestan-26-Oate; 3a,7a,12a-Trihydroxy-5b-cholestan-26-Oic acid; 3a,7a,12a-Trihydroxycoprostanate; 3a,7a,12a-Trihydroxycoprostanic acid; 5b-Cholestane-3a,7a,12a-triol-26-Oate; 5b-Cholestane-3a,7a,12a-triol-26-Oic acid; 3 alpha,7 alpha,12 alpha-Trihydroxy-5-beta-cholestan-26-Oic acid; 3,7,12-Trihydroxycholestan-26-Oic acid, (25R)-isomer; 3,7,12-Trihydroxycholestan-26-Oic acid, (25S)-isomer; 3Α,7α,12α-trihydroxy-5β-cholestan-26-Oic acid; 3Α,7α,12α-trihydroxycoprostanic acid; 5Β-cholestane-3α,7α,12α-triol-26-Oic acid; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-Oic acid; 3alpha,7alpha,12alpha-Trihydroxycoprostanic acid; 5beta-Cholestane-3alpha,7alpha,12alpha-triol-26-Oic acid; Trihydroxycoprostanic acid; Trihydroxycoprostanoic acid; 3a,7a,12a-Trihydroxy-5b-cholestanoic acid; 3a,7a,12a-Trihydroxy-5b-cholestanoate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate; 3Α,7α,12α-trihydroxy-5β-cholestanoate; 3Α,7α,12α-trihydroxy-5β-cholestanoic acid; Coprocholic acid	Gallbladder : Gall bladder | Intestine | Liver | Kidney : Kidneys	Extracellular : Extracellular region	Hepatic tissue : Liver tissue	Urine | Blood	Cell membrane : Cellular membrane | Cytoplasm : Cytoplasma	Organic compounds	Lipids and lipid-like molecules	Bile acids, alcohols and derivatives	Steroids and steroid derivatives	SLCO1B3; SLCO1B1; CYP27A1; ABCC3; ABCB11; SLC10A2; SLC10A1; SLCO1A2; SLC27A5; SLCO4A1; FABP6	Compass	Extracellular | Blood
HMDB0012275	HMDB12275	C05332	Phenylethylamine	Benzeneethanamine; beta-Aminoethylbenzene; beta-Phenethylamine; beta-Phenylethylamine; Phenethylamine; 2-Phenylethylamine; b-Aminoethylbenzene; Β-aminoethylbenzene; b-Phenethylamine; Β-phenethylamine; b-Phenylethylamine; Β-phenylethylamine; (2-Aminoethyl)benzene; (2-Aminoethyl)polystyrene; 1-amino-2-Phenylethane; 1-Phenethylamine; 1-Phenyl-2-amino-athan; 1-Phenyl-2-aminoethane; 1TNJ; 1Utm; 1Uto; 2-amino-1-Phenylethane; 2-amino-Fenylethan; 2-Fenylethylamin; 2-Phenethylamine; 2-Phenyl-ethanamine; 2-Phenylethanamine; 2-Phenylethanamine (acd/name 4.0); 2-Phenylethylamine (acd/name 4.0); b-Phenylaethylamin; Benzeneethanamine hydrochloride; beta Phenethylamine; beta-Phenylaethylamin; Omega-phenylethylamine; PEA; Phenethylamine hydrochloride; Polystyrene a-NH2; Phenethylamine hydrobromide; Phenethylamine tosylate; Phenethylamine conjugate acid; Phenethylamine sulfate; Phenethylamine, monolithium salt; 2-Phenylethylammonium chloride; Phenethylamine sulfate (2:1); Phenethylamine, 15N-labeled CPD; Phenethylamine mesylate; Phenethylamine perchlorate; Phenethylamine, beta-(14)C-labeled CPD; Diphenethylamine sulfate				Urine | Blood		Organic compounds	Benzenoids	Phenethylamines	Benzene and substituted derivatives	AANAT; MAOB; MAOA; DDC; AOC3; AOC2; TAAR1	Compass	Blood
HMDB0000158	HMDB00158	C00082	L-Tyrosine	(-)-alpha-Amino-p-hydroxyhydrocinnamic acid; (2S)-2-Amino-3-(4-hydroxyphenyl)propanoic acid; (S)-(-)-Tyrosine; (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid; (S)-3-(p-Hydroxyphenyl)alanine; (S)-alpha-Amino-4-hydroxybenzenepropanoic acid; (S)-Tyrosine; 4-Hydroxy-L-phenylalanine; L-Tyrosin; Tyr; TYROSINE; Y; (-)-a-Amino-p-hydroxyhydrocinnamate; (-)-a-Amino-p-hydroxyhydrocinnamic acid; (-)-alpha-Amino-p-hydroxyhydrocinnamate; (-)-Α-amino-p-hydroxyhydrocinnamate; (-)-Α-amino-p-hydroxyhydrocinnamic acid; (2S)-2-Amino-3-(4-hydroxyphenyl)propanoate; (S)-2-Amino-3-(p-hydroxyphenyl)propionate; (S)-a-Amino-4-hydroxybenzenepropanoate; (S)-a-Amino-4-hydroxybenzenepropanoic acid; (S)-alpha-Amino-4-hydroxybenzenepropanoate; (S)-Α-amino-4-hydroxybenzenepropanoate; (S)-Α-amino-4-hydroxybenzenepropanoic acid; (S)-a-Amino-4-hydroxy-benzenepropanoate; (S)-a-Amino-4-hydroxy-benzenepropanoic acid; (S)-alpha-Amino-4-hydroxy-benzenepropanoate; (S)-alpha-Amino-4-hydroxy-benzenepropanoic acid; 2-Amino-3-(4-hydroxyphen yl)-2-amino-3-(4-hydroxyphenyl)-propanoate; 2-Amino-3-(4-hydroxyphen yl)-2-amino-3-(4-hydroxyphenyl)-propanoic acid; 3-(4-Hydroxyphenyl)-L-alanine; Benzenepropanoate; Benzenepropanoic acid; L-p-Tyrosine; p-Tyrosine; L Tyrosine; Tyrosine, L-isomer; Tyrosine, L isomer; Para tyrosine; Para-tyrosine	Prostate : Prostate gland	Extracellular : Extracellular region	All tissues | Placenta	Urine | Saliva | Feces : Fecal - Stool - Faecal - Faeces | Blood | Breast milk | Sweat | Cerebrospinal fluid : Csf	Cytoplasm : Cytoplasma | Mitochondria	Organic compounds	Organic acids and derivatives	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	TYR; TH; TPO; TAT; DDC; PAH; GOT1; GOT2; YARS; YARS2; SLC16A2; FGFR1; EGFR; SLC16A10; IL4I1; IYD; TTL	scFEA;Compass	Extracellular | Blood | Cerebrospinal fluid
HMDB0000163	HMDB00163	C00208	D-Maltose	4-O-alpha-D-Glucopyranosyl-alpha-D-mannopyranose; 4-O-a-D-Glucopyranosyl-a-D-mannopyranose; 4-O-Α-D-glucopyranosyl-α-D-mannopyranose; 1-alpha-D-Glucopyranosyl-4-alpha-D-glucopyranose; 1-alpha-delta-Glucopyranosyl-4-alpha-delta-glucopyranose; 4-(alpha-D-Glucopyranosido)-alpha-glucopyranose; 4-(alpha-D-Glucosido)-D-glucose; 4-(alpha-delta-Glucopyranosido)-alpha-glucopyranose; 4-(alpha-delta-Glucosido)-delta-glucose; 4-O-a-D-Glucopyranosyl-D-glucose; 4-O-alpha-D-Glucopyranosyl-D-glucopyranose; 4-O-alpha-D-Glucopyranosyl-D-glucose; 4-O-alpha-delta-Glucopyranosyl-delta-glucopyranose; 4-O-alpha-delta-Glucopyranosyl-delta-glucose; Advantose 100; alpha-D-GLCP-(1->4)-D-GLCP; alpha-D-Glucopyranosyl-(1->4)-D-glucopyranose; alpha-D-Glucopyranosyl-(1->4)-D-glucose; alpha-delta-GLCP-(1->4)-delta-GLCP; alpha-delta-Glucopyranosyl-(1->4)-delta-glucopyranose; alpha-delta-Glucopyranosyl-(1->4)-delta-glucose; alpha-Malt sugar; Cextromaltose; D-(+)-Maltose; delta-(+)-Maltose; delta-Maltose; Finetose; Finetose F; Madoros; Malt sugar; Maltobiose; Maltodiose; Maltos; Maltose; Maltose HH; Maltose HHH; Maltose solution; Malzzucker; Martos-10; Sunmalt; Sunmalt S	Liver | Kidney : Kidneys	Extracellular : Extracellular region | Element	Placenta	Feces : Fecal - Stool - Faecal - Faeces | Urine | Blood | Sweat	Cytoplasm : Cytoplasma | Lysosome	Organic compounds	Organic oxygen compounds	Carbohydrates and carbohydrate conjugates	Organooxygen compounds	AGL; GAA; AMY1A; AMY2B; MGAM; GANC	Compass	Extracellular | Blood
HMDB0001254	HMDB01254	C00352	Glucosamine 6-phosphate	2-Amino-2-deoxy-6-O-phosphono-alpha-D-glucopyranose; alpha-D-Glucosamine 6-(dihydrogen phosphate); 2-Amino-2-deoxy-6-O-phosphono-a-D-glucopyranose; 2-Amino-2-deoxy-6-O-phosphono-α-D-glucopyranose; Glucosamine 6-phosphoric acid; a-D-Glucosamine 6-(dihydrogen phosphate); a-D-Glucosamine 6-(dihydrogen phosphoric acid); alpha-D-Glucosamine 6-(dihydrogen phosphoric acid); α-D-Glucosamine 6-(dihydrogen phosphate); α-D-Glucosamine 6-(dihydrogen phosphoric acid); 2-Amino-2-deoxy-D-glucose 6-phosphate; 2-Amino-2-deoxyglucose 6-phosphate; 2-Amino-D-glucose-6-phosphate; D-Glucosamine 6-phosphate; D-Glucosamine phosphate; D-Glucosamine-6-phosphate; Glucosamine 6 -phosphate; Glucosamine-6-P; Glucosamine-6-phosphate; Glucose-6-phosphorate; Glucose-6-phosphoric acid; Phosphoric acid mono-((2R,3S,4R,5R)-5-amino-2,3,4-trihydroxy-6-oxo-hexyl) ester; GLCN-6-P			Placenta		Cytoplasm : Cytoplasma | Lysosome	Organic compounds	Organic oxygen compounds	Carbohydrates and carbohydrate conjugates	Organooxygen compounds	GNPNAT1; GCK; GNPDA1; HK3; HK2; GFPT2; HK1; GFPT1; AMDHD2; GNPDA2; HKDC1	Compass	Other
HMDB0000678	HMDB00678		Isovalerylglycine	2-(3-Methylbutanoylamino)ethanoic acid; Isopentanoylglycine; N-Isopentanoylglycine; N-Isovaleroylglycine; 2-(3-Methylbutanoylamino)ethanoate; 3-Methylbutyrylglycine; N-Isovaleryl-glycine; [(3-Methylbutanoyl)amino]acetate; [(3-Methylbutanoyl)amino]acetic acid; N-Isovalerylglycine; Isovalerylglycine				Urine | Blood		Organic compounds	Organic acids and derivatives	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	GLYAT; GLYATL1; GLYATL2; GLYATL3	Compass	Blood
HMDB0000962	HMDB00962	C00248	Lipoamide	1,2-Dithiolane-3-pentanamide; alpha-Lipoic acid amide; Lipoacin; Thioctamide; Thioctic acid amide; Vitamin N; a-Lipoate amide; a-Lipoic acid amide; alpha-Lipoate amide; Α-lipoate amide; Α-lipoic acid amide; Thioctate amide; 5-(1,2-Dithiolan-3-yl)-pentanamide; 5-(1,2-Dithiolan-3-yl)pentanamide; 5-(1,2-Dithiolan-3-yl)valeramide; 5-(Dithiolan-3-yl)valeramide; alpha-Lipoate; alpha-Lipoic acid; DL-6-Thioctic amide; DL-Lipoamide; Lipamide; Lipoamid; Lipoicin; Lipozyme; Lypoaran; Pathoclon; Thioami; Thioctamid; Thiotomin; Ticolin; 1,2-Dithiolane-3-valeramide; 6,8-Thioctic amide; alpha-Lipoic amide; Lipoamide, (+-)-isomer			Placenta	Saliva	Membrane | Mitochondria | Cell membrane : Cellular membrane	Organic compounds	Organoheterocyclic compounds	Lipoamides	Dithiolanes	PDHA1; DLD; BCKDHA; OGDH; GLDC	Compass	Other
HMDB0012553	HMDB12553		12-Oxo-20-trihydroxy-leukotriene B4	(5S,20,20,20)-Tetrahydroxy-12-oxo-(6Z,8E,10E,14Z)-eicosatetraenoate; (5S,20,20,20)-Tetrahydroxy-12-oxo-(6Z,8E,10E,14Z)-eicosatetraenoic acid; 12-keto-20,20,20-Trihydroxy-leukotriene b(,4); 12-oxo-20,20,20-Trihydroxy-leukotriene b(,4); DOxLTB4; Ox20THLTB4		Extracellular : Extracellular region		Urine	Membrane | Cell membrane : Cellular membrane | Cytoplasm : Cytoplasma	Organic compounds	Lipids and lipid-like molecules	Eicosanoids	Fatty Acyls		Compass	Extracellular
HMDB0002369	HMDB02369	C15493	9-cis-Retinoic acid	(2E,4E,6Z,8E)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid; (7E,9Z,11E,13E)-Retinoic acid; 9(Z)-Retinoic acid; 9-cis-Tretinoin; Alitretinoin; Alitretinoina; Alitretinoine; Alitretinoinum; Panretin; Panretyn; (2E,4E,6Z,8E)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoate; (7E,9Z,11E,13E)-Retinoate; 9(Z)-Retinoate; 9-cis-Retinoate; 9 cis Retinoic acid; 9CRA compound; Toctino; 15-apo-beta-Caroten-15-Oate; 15-apo-beta-Caroten-15-Oic acid; 9-Retinoate; 9-Retinoic acid; Aberel; Aberela; Airol; Aknoten; all-trans- Vitamin a1 acid; all-trans-b-Retinoate; all-trans-b-Retinoic acid; all-trans-beta-Retinoate; all-trans-beta-Retinoic acid; all-trans-Vitamin a acid; alpha-Vitaminsyre; Atragen; Avita; Avitoin; b-Retinoate; b-Retinoic acid; beta-Retinoate; beta-Retinoic acid; Dermairol; Effederm; Epi-aberel; Eudyna; Isotretinoin retinoate; Isotretinoin retinoic acid; Panretin gel; Panrexin; Renova; Retacnyl; Retin a; Retin-a; Retin-a micro; Retinoate; Retinoic acid; Retinova; trans-Retinoate; trans-Retinoic acid; trans-Vitamin a acid; Tretinoin; Tretinoin/all-trans retinoate; Tretinoin/all-trans retinoic acid; Tretinon; Vesanoid; Vesnaroid		Extracellular : Extracellular region		Blood	Membrane | Cell membrane : Cellular membrane | Cytoplasm : Cytoplasma	Organic compounds	Lipids and lipid-like molecules	Retinoids	Prenol lipids	ALDH1A1; ALDH1A2; RXRB; RXRG; RXRA	Compass	Extracellular | Blood
HMDB0000554	HMDB00554		Dihydroandrosterone	(3alpha,5alpha,17beta)-Androstane-3,17-diol; 3alpha,17beta-Dihydroxy-5alpha-androstane; Hombreol; (3a,5a,17b)-Androstane-3,17-diol; (3Α,5α,17β)-androstane-3,17-diol; 3a,17b-Dihydroxy-5a-androstane; 3Α,17β-dihydroxy-5α-androstane; Adiol; Etiocholane-3a,17b-diol; 3a,5a-Tetrahydrotestosterone; 5a-Androstane-3a,17b-diol; 5alpha-Androstane-3alpha,17beta-androstanediol; 5alpha-Androstane-3alpha,17beta-diol; Androstane-3a,17b-diol; Etiocholane-3alpha,17beta-diol; 3a-Androstanediol; 3Α-androstanediol; 5Α-androstane-3α,17β-diol	Skin	Extracellular : Extracellular region	Hepatic tissue : Liver tissue	Blood | Urine	Membrane | Cell membrane : Cellular membrane | Cytoplasm : Cytoplasma	Organic compounds	Lipids and lipid-like molecules	Androstane steroids	Steroids and steroid derivatives		Compass	Extracellular | Blood
HMDB0003976	HMDB03976	C05385	D-Glucuronic acid 1-phosphate	1-Phospho-alpha-D-glucuronate; 1-Phospho-a-D-glucuronate; 1-Phospho-a-D-glucuronic acid; 1-Phospho-alpha-D-glucuronic acid; 1-Phospho-α-D-glucuronate; 1-Phospho-α-D-glucuronic acid; D-Glucuronic acid 1-phosphoric acid; alpha-D-Glucopyranuronic acid 1-phosphate; alpha-D-Glucuronic acid 1-phosphate; α-D-Glucopyranuronic acid 1-phosphate; α-D-Glucuronic acid 1-phosphate; D-Glucuronate 1-phosphate			Placenta			Organic compounds	Organic oxygen compounds	Carbohydrates and carbohydrate conjugates	Organooxygen compounds	UGT2B4; UGT1A4; UGT2B7; UGT1A1; UGT1A9; UGT1A6	Compass	Other
HMDB0000161	HMDB00161	C00041	L-Alanine	(2S)-2-Aminopropanoic acid; (S)-2-Aminopropanoic acid; (S)-Alanine; A; Ala; ALANINE; L-2-Aminopropionic acid; L-Alanin; L-alpha-Alanine; (2S)-2-Aminopropanoate; (S)-2-Aminopropanoate; L-2-Aminopropionate; L-a-Alanine; L-Α-alanine; (S)-(+)-Alanine; (S)-2-Amino-propanoate; (S)-2-Amino-propanoic acid; 2-Aminopropanoate; 2-Aminopropanoic acid; 2-Aminopropionate; 2-Aminopropionic acid; 2-Ammoniopropanoate; 2-Ammoniopropanoic acid; a-Alanine; a-Aminopropionate; a-Aminopropionic acid; alpha-Alanine; alpha-Aminopropanoate; alpha-Aminopropanoic acid; alpha-Aminopropionate; alpha-Aminopropionic acid; L-(+)-Alanine; L-2-Aminopropanoate; L-2-Aminopropanoic acid; L-a-Aminopropionate; L-a-Aminopropionic acid; L-alpha-Aminopropionate; L-alpha-Aminopropionic acid; Abufène; Alanine doms-adrian brand; Alanine, L-isomer; Doms-adrian brand OF alanine; Doms adrian brand OF alanine; L-Isomer alanine; Alanine, L isomer; L Alanine	Prostate : Prostate gland	Extracellular : Extracellular region	All tissues | Placenta	Urine | Saliva | Feces : Fecal - Stool - Faecal - Faeces | Blood | Breast milk | Sweat | Cerebrospinal fluid : Csf	Cytoplasm : Cytoplasma | Mitochondria | Lysosome | Peroxisome : Peroxisome vesicle - Peroxisomal	Organic compounds	Organic acids and derivatives	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	ABAT; KYNU; AGXT2; AARS; AGXT; GPT; PGLYRP1; SLC7A8; NFS1; SLC38A3; SLC1A4; SLC36A1; GPT2; SCLY; SLC16A10; AGXT2L2; MOCOS; PGLYRP3; PGLYRP4; AARS2; PGLYRP2	Compass	Extracellular | Blood | Cerebrospinal fluid
HMDB0006290	HMDB06290	C16162	Alpha-Linolenoyl-CoA	a-Linolenoyl-CoA; Α-linolenoyl-CoA; (9Z,12Z,15Z)-Octadecatrienoyl-CoA; (9Z,12Z,15Z)-Octadecatrienoyl-coenzyme A; alpha-Linolenoyl-coenzyme A		Extracellular : Extracellular region		Urine	Cytoplasm : Cytoplasma | Membrane | Mitochondria | Cell membrane : Cellular membrane	Organic compounds	Lipids and lipid-like molecules	Fatty acyl thioesters	Fatty Acyls	BAAT; ACOT7; ACOT2; ACOT4; ACOT8; ACOT1	Compass	Extracellular
HMDB0001514	HMDB01514	C00329	Glucosamine	2-Amino-2-deoxy-D-glucose; Chitosamine; D-Glucosamine; (+)-2-Amino-2-deoxy-D-glucopyranose; (3R,4R,5S,6R)-3-Amino-6-(hydroxymethyl)oxane-2,4,5-triol; 2-Amino-2-deoxy-D-glucopyranose; 2-Amino-2-deoxyglucose; 2-Aminoglucose; 2-Deoxy-2-amino-D-glucose; 2-Deoxy-2-aminoglucose; Cosamin; D-(+)-Glucosamine; Dona; Fides ecopharma brand OF glucosamine sulfate; Rottapharm brand OF glucosamine sulfate; Xicil; 2 Amino 2 deoxyglucose; Glucosamine sulfate; Sulfate, glucosamine; Dona S; Opfermann brand OF glucosamine sulfate; Hespercorbin	Intestine	Extracellular : Extracellular region | Element | Cell	Epidermis | Cartilage	Saliva | Feces : Fecal - Stool - Faecal - Faeces | Urine | Blood	Cytoplasm : Cytoplasma | Membrane | Cell membrane : Cellular membrane	Organic compounds	Organic oxygen compounds	Carbohydrates and carbohydrate conjugates	Organooxygen compounds	GCK; HK3; HK2; HK1; SGSH; TNF; CTBS; NGLY1; HKDC1	Compass	Extracellular | Blood
HMDB0011134	HMDB11134	C04805	5-HETE	5-Hydroxyeicosatetraenoate; (6E,8Z,11Z,14Z)-(5S)-5-Hydroxyicosa-6,8,11,14-tetraenoic acid; 5-Hydroxyeicosatetraenoic acid; (6E,8Z,11Z,14Z)-(5S)-5-Hydroxyicosa-6,8,11,14-tetraenoate; (5S,6E,8Z,11Z,14Z)-5-Hydroxyeicosa-6,8,11,14-tetraenoic acid; (S)-(e,Z,Z,Z)-5-Hydroxyeicosa-6,8,11,14-tetraenoic acid; 5(S)-Hydroxy-6(e),8(Z),11(Z),14(Z)-eicosatetraenoic acid; 5(S)-Hydroxyeicosatetraenoic acid; 5S-HETE; (5S,6E,8Z,11Z,14Z)-5-Hydroxyeicosa-6,8,11,14-tetraenoate; (S)-(e,Z,Z,Z)-5-Hydroxyeicosa-6,8,11,14-tetraenoate; 5(S)-Hydroxy-6(e),8(Z),11(Z),14(Z)-eicosatetraenoate; 5(S)-Hydroxyeicosatetraenoate; 5(S)-HETE; 5(S)-Hydroxy-6-trans-8,11,14-cis-eicosatetraenoate; 5(S)-Hydroxy-6-trans-8,11,14-cis-eicosatetraenoic acid; 5-Hydroxy-6,8,11,14-eicosatetraenoate; 5-Hydroxy-6,8,11,14-eicosatetraenoic acid; 5-L-Hydroxy-6,8,11,14-eicosatetraenoate; 5-L-Hydroxy-6,8,11,14-eicosatetraenoic acid; 5S-Hydroxy-6,8,11,14-eicosatetraenoate; 5S-Hydroxy-6,8,11,14-eicosatetraenoic acid; 5-Hydroxy-6,8,11,14-eicosatetraenoic acid, (e,e,Z,Z)-isomer; 5-Hydroxy-6,8,11,14-eicosatetraenoic acid, (e,Z,Z,Z)-(+-)-isomer; 5-Hydroxy-6,8,11,14-eicosatetraenoic acid, (S)-(e,Z,Z,Z)-isomer; 5-Hydroxy-6,8,11,14-eicosatetraenoic acid, (e,Z,Z,Z)-isomer; 5-Hydroxy-6,8,11,14-eicosatetraenoic acid, R-(e,Z,Z,Z)-isomer; (5S,6E,8Z,11Z,14Z)-5-Hydroxy-6,8,11,14-eicosatetraenoic acid; 5S-Hydroxy-6,8,11,14-(e,Z,Z,Z)-eicosatetraenoic acid; FA(20:4(5-OH,6E,8Z,11Z,14Z)); FA(20:4(5S-OH,6E,8Z,11Z,14Z)); 5-HETE		Extracellular : Extracellular region	Placenta	Blood | Cerebrospinal fluid : Csf | Urine	Membrane | Cell membrane : Cellular membrane | Cytoplasm : Cytoplasma	Organic compounds	Lipids and lipid-like molecules	Eicosanoids	Fatty Acyls	GPX7; GPX5; GPX6; GPX1; GPX4; GPX3; GPX2	Compass	Extracellular | Blood | Cerebrospinal fluid
HMDB0003896	HMDB03896	C05107	7-Dehydrodesmosterol	24-Dehydroprovitamin D3; Cholesta-5,7,24-trien-3beta-ol; Cholesta-5,7,24-triene-3beta-ol; Cholesta-5,7,24-trien-3b-ol; Cholesta-5,7,24-trien-3β-ol; Cholesta-5,7,24-triene-3b-ol; Cholesta-5,7,24-triene-3β-ol; Cholesta-5,7,24-trien-3 beta-ol		Extracellular : Extracellular region	Hepatic tissue : Liver tissue | All tissues | Adipose tissue : Fat tissue - Body fat - Adipose	Urine	Membrane | Cell membrane : Cellular membrane | Cytoplasm : Cytoplasma	Organic compounds	Lipids and lipid-like molecules	Cholestane steroids	Steroids and steroid derivatives	DHCR24	Compass	Extracellular
HMDB0006487	HMDB06487		Pentaglutamyl folate	Pentaglutamyl folic acid; Pte-penta-glu; Pteroylpentaglutamate; Pteroylpentaglutamic acid; (2S)-2-{[(4S)-4-carboxy-4-{[(4S)-4-carboxy-4-{[(4S)-4-carboxy-4-{[(4S)-4-carboxy-1-hydroxy-4-[(4-{[(4-hydroxy-2-imino-1,2-dihydropteridin-6-yl)methyl]amino}phenyl)formamido]butylidene]amino}-1-hydroxybutylidene]amino}-1-hydroxybutylidene]amino}-1-hydroxybutylidene]amino}pentanedioate		Extracellular : Extracellular region			Cytoplasm : Cytoplasma | Mitochondria | Lysosome	Organic compounds	Organic acids and derivatives	Amino acids, peptides, and analogues	Carboxylic acids and derivatives		Compass	Extracellular
