mouse_gene,human_gene
Klk1b4,KLK1
Klk1b4,KLK2
Klk1b4,KLK3
Klk1b27,KLK1
Klk1b27,KLK2
Klk1b27,KLK3
Klk1b16,KLK1
Klk1b16,KLK2
Klk1b16,KLK3
Klk1b8,KLK1
Klk1b8,KLK2
Klk1b8,KLK3
Klk4,KLK4
Klk6,KLK6
Klk7,KLK7
Klk8,KLK8
Klk9,KLK9
Klkb1,KLKB1
Klrb1,KLRB1
Klrb1c,KLRB1
Klrb1b,KLRB1
Klrb1a,KLRB1
Klrb1f,KLRB1
Klrd1,KLRD1
Klrg1,KLRG1
Klrg2,KLRG2
Klrk1,KLRC4-KLRK1
Klrk1,KLRK1
Kmt5c,KMT5C
Gm10184,KPNA2
Kprp,KPRP
Krcc1,KRCC1
Krt222,KRT222
Krt71,KRT71
Krt72,KRT72
Krt73,KRT73
Krt76,KRT76
Krt77,KRT77
Krt78,KRT78
Krt87,KRT81
Krt87,KRT83
Krt87,KRT86
Krt87,KRT87P
Krt84,KRT84
Krt85,KRT85
Krt86,KRT86
Krtap1-4,KRTAP1-1
Krtap1-4,KRTAP1-3
Krtap1-4,KRTAP1-5
Krtap1-3,KRTAP1-1
Krtap1-3,KRTAP1-3
Krtap1-3,KRTAP1-5
Krtap1-5,KRTAP1-3
Krtap11-1,KRTAP11-1
Krtap12-1,KRTAP12-1
Krtap12-1,KRTAP12-2
Krtap12-1,KRTAP12-3
Krtap12-1,KRTAP12-4
Gm10100,KRTAP12-2
Gm10100,KRTAP12-3
Gm10100,KRTAP12-4
Gm10024,KRTAP12-2
Krtap13-1,KRTAP13-1
Krtap13-1,KRTAP13-2
Krtap13-1,KRTAP13-3
Krtap13-1,KRTAP13-4
Krtap13,KRTAP13-3
2310057N15Rik,KRTAP13-3
2310034C09Rik,KRTAP13-3
Krtap15,KRTAP15-1
Krtap16-3,KRTAP19-1
Krtap16-3,KRTAP19-3
Krtap16-3,KRTAP19-4
Krtap16-3,KRTAP19-5
Krtap16-3,KRTAP19-6
Krtap16-3,KRTAP19-7
Krtap16-3,KRTAP19-8
Krtap19-4,KRTAP19-1
Krtap19-4,KRTAP19-3
Krtap19-4,KRTAP19-4
Krtap19-4,KRTAP19-5
Krtap19-4,KRTAP19-6
Krtap19-4,KRTAP19-7
Krtap19-4,KRTAP19-8
Krtap19-5,KRTAP19-1
Krtap19-5,KRTAP19-3
Krtap19-5,KRTAP19-4
Krtap19-5,KRTAP19-5
Krtap19-5,KRTAP19-6
Krtap19-5,KRTAP19-7
Krtap19-5,KRTAP19-8
Krtap19-2,KRTAP19-1
Krtap19-2,KRTAP19-3
Krtap19-2,KRTAP19-4
Krtap19-2,KRTAP19-5
Krtap19-2,KRTAP19-6
Krtap19-2,KRTAP19-7
Krtap19-2,KRTAP19-8
Krtap19-3,KRTAP19-1
Krtap19-3,KRTAP19-3
Krtap19-3,KRTAP19-4
Krtap19-3,KRTAP19-5
Krtap19-3,KRTAP19-6
Krtap19-3,KRTAP19-7
Krtap19-3,KRTAP19-8
Krtap2-4,KRTAP2-1
Krtap20-2,KRTAP20-1
Krtap20-2,KRTAP20-2
Krtap24-1,KRTAP24-1
Krtap26-1,KRTAP26-1
Krtap27-1,KRTAP27-1
Krtap29-1,KRTAP29-1
Krtap3-1,KRTAP3-1
Krtap3-2,KRTAP3-2
Krtap3-2,KRTAP3-3
Krtap3-3,KRTAP3-2
Krtap3-3,KRTAP3-3
Krtap4-16,KRTAP4-1
Krtap7-1,KRTAP7-1
Krtap8-1,KRTAP8-1
Gm11568,KRTAP9-1
Gm11568,KRTAP9-2
Gm11568,KRTAP9-3
Gm11568,KRTAP9-4
Gm11568,KRTAP9-6
Gm11568,KRTAP9-7
Gm11568,KRTAP9-8
Gm11568,KRTAP9-9
Gm11559,KRTAP9-1
Gm11559,KRTAP9-2
Gm11559,KRTAP9-3
Gm11559,KRTAP9-4
Gm11559,KRTAP9-6
Gm11559,KRTAP9-7
Gm11559,KRTAP9-8
Gm11559,KRTAP9-9
Krtap9-1,KRTAP9-1
Krtap9-1,KRTAP9-2
Krtap9-1,KRTAP9-3
Krtap9-1,KRTAP9-4
Krtap9-1,KRTAP9-6
Krtap9-1,KRTAP9-7
Krtap9-1,KRTAP9-8
Krtap9-1,KRTAP9-9
Krtcap3,KRTCAP3
Krtdap,KRTDAP
L3hypdh,L3HYPDH
Lag3,LAG3
Lage3,LAGE3
Lair1,LAIR1
Lair1,LAIR2
Lalba,LALBA
Lamp3,LAMP3
Lancl3,LANCL3
Laptm5,LAPTM5
Lat2,LAT2
Lax1,LAX1
Lce3c,LCE3B
Lce3c,LCE3C
Lce3c,LCE3D
Lce3c,LCE3E
Lce3b,LCE3B
Lce3b,LCE3C
Lce3b,LCE3D
Lce3b,LCE3E
Lce6a,LCE6A
Tmem159,LDAF1
Ldlrad1,LDLRAD1
Lekr1,LEKR1
Lemd2,LEMD2
Leprotl1,LEPROTL1
Lexm,LEXM
Lgals12,LGALS12
Lgals7,LGALS7
Lgals7,LGALS7B
Lgr5,LGR5
Lgr6,LGR6
Lif,LIF
Lilra5,LILRA5
Pira2,LILRA1
Pira2,LILRA2
Pira2,LILRA4
Pira2,LILRB1
Pira2,LILRB2
Pira2,LILRB3
Pira2,LILRB5
Pirb,LILRA1
Pirb,LILRA2
Pirb,LILRB1
Pirb,LILRB2
Pirb,LILRB5
Pira13,LILRB5
Lilra6,LILRB5
Pira12,LILRB5
Lime1,LIME1
Lipf,LIPF
Lipk,LIPK
Lipm,LIPM
Lipn,LIPN
Lkaaear1,LKAAEAR1
Llcfc1,LLCFC1
Lman1l,LMAN1L
Lmntd1,LMNTD1
Lmntd2,LMNTD2
Ct55,CT55
Rpl37,RPL37
Gm17455,C10orf105
Gm7694,C1orf226
Tmsb15a,TMSB15A
Tmsb15a,TMSB15B
Mrgprb8,MRGPRX1
Mrgprb8,MRGPRX2
Mrgprb8,MRGPRX3
Mrgprb8,MRGPRX4
Gm10142,KRTAP12-2
Gm10142,KRTAP12-3
Gm10142,KRTAP12-4
2200002D01Rik,C19orf33
4930407I10Rik,C22orf46
1110032F04Rik,C3orf80
2810459M11Rik,C2orf72
2310061N02Rik,KRTAP13-1
2310061N02Rik,KRTAP13-2
Krtap9-3,KRTAP1-3
Krtap9-3,KRTAP1-5
Krtap9-3,KRTAP9-1
Krtap9-3,KRTAP9-2
Krtap9-3,KRTAP9-3
Krtap9-3,KRTAP9-4
Krtap9-3,KRTAP9-6
Krtap9-3,KRTAP9-7
Krtap9-3,KRTAP9-8
Krtap9-3,KRTAP9-9
Cd300c,CD300C
Cd300c2,CD300C
Usp17la,USP17L1
Usp17la,USP17L10
Usp17la,USP17L11
Usp17la,USP17L12
Usp17la,USP17L13
Usp17la,USP17L15
Usp17la,USP17L17
Usp17la,USP17L18
Usp17la,USP17L19
Usp17la,USP17L2
Usp17la,USP17L20
Usp17la,USP17L21
Usp17la,USP17L22
Usp17la,USP17L28
Usp17la,USP17L3
Usp17la,USP17L4
Usp17la,USP17L5
Usp17la,USP17L6P
Usp17la,USP17L7
Usp17la,USP17L8
Usp17la,USP17L9P
Usp17ld,USP17L1
Usp17ld,USP17L10
Usp17ld,USP17L11
Usp17ld,USP17L12
Usp17ld,USP17L13
Usp17ld,USP17L15
Usp17ld,USP17L17
Usp17ld,USP17L18
Usp17ld,USP17L19
Usp17ld,USP17L2
Usp17ld,USP17L20
Usp17ld,USP17L21
Usp17ld,USP17L22
Usp17ld,USP17L28
Usp17ld,USP17L3
Usp17ld,USP17L4
Usp17ld,USP17L5
Usp17ld,USP17L6P
Usp17ld,USP17L7
Usp17ld,USP17L8
Usp17ld,USP17L9P
Pilra,PILRA
Pilra,PILRB
Adam25,ADAM20
Adam39,ADAM20
Adam20,ADAM20
4921517D22Rik,C9orf153
Olfr263,OR2W1
Gm7735,KRTAP20-1
Gm7735,KRTAP20-2
Ctag2l2,CTAG1A
Ctag2l2,CTAG2
Gm11437,C17orf78
Zfp120,ZNF101
Zfp120,ZNF699
Olfr1157,OR5L1
Olfr1157,OR5L2
Zfp664,ZNF664
Olfr224,OR2T29
Olfr224,OR2T4
Olfr224,OR2T5
Olfr1463,OR5B3
Olfr743,OR11G2
Olfr742,OR11G2
Zfp866,ZNF670
Zfp866,ZNF844
Gm7536,RPL27A
Spn,SPN
2610528A11Rik,C10orf99
1700029H14Rik,C13orf46
Idi2,IDI2
Gm9745,IDI2
AI467606,C16orf54
3110082I17Rik,C7orf50
Mroh3,MROH3P
0610040J01Rik,C4orf19
1700102P08Rik,C3orf62
1700011L22Rik,C4orf51
4933402N03Rik,C10orf120
D030056L22Rik,C9orf40
Gm17359,C4orf45
4921507P07Rik,C7orf31
Igkc,IGKC
1700003E16Rik,C2orf81
BC049715,C12orf60
Olfr275,OR13F1
4933430I17Rik,C9orf43
4933412E24Rik,CXorf49B
BC048562,C3orf84
Zfp429,ZNF254
Zfp429,ZNF429
Zfp429,ZNF595
Zfp429,ZNF726
Zfp429,ZNF93
4933402J07Rik,C16orf78
Pilrb1,PILRA
Pilrb1,PILRB
Pilrb2,PILRA
Pilrb2,PILRB
Hrg,HRG
CK137956,C1orf94
Gm5414,KRT6A
Gm5414,KRT6B
Prl7c1,PRL
Olfr555,OR51H1
Olfr556,OR52I1
Olfr556,OR52I2
Olfr557,OR51D1
Teddm1b,TEDDM1
BC016579,C3orf52
D630039A03Rik,C9orf152
BC048671,C3orf22
Olfr73,OR5D18
Olfr1467,OR5B3
Gm19402,KRTAP10-1
Gm19402,KRTAP10-10
Gm19402,KRTAP10-11
Gm19402,KRTAP10-2
Gm19402,KRTAP10-3
Gm19402,KRTAP10-4
Gm19402,KRTAP10-5
Gm19402,KRTAP10-6
Gm19668,KRTAP10-1
Gm19668,KRTAP10-11
Gm19668,KRTAP10-12
Gm19668,KRTAP10-5
Gm19668,KRTAP10-8
4930544D05Rik,C17orf107
9130008F23Rik,C6orf141
Smim45,SMIM45
AI429214,C8orf48
Nudt16l2,NUDT16
Nudt16l2,NUDT16L2P
1700020L24Rik,C17orf50
2010003K11Rik,C11orf86
4930522H14Rik,C1orf185
Themis3,THEMIS3P
1700021F07Rik,C20orf85
Gm597,SPATA31E1
1700016C15Rik,C1orf100
Gm5592,C2orf78
Gm5114,C2orf78
Gm4884,C2orf78
1700093K21Rik,C2orf74
Gm7137,KRTAP10-10
Gm7137,KRTAP10-12
Gm7137,KRTAP10-3
Gm7137,KRTAP10-8
Gm9508,KRTAP10-12
Gm9508,KRTAP10-3
Gm9508,KRTAP10-8
Gm3250,KRTAP10-10
Gm3250,KRTAP10-12
Gm3250,KRTAP10-3
Gm3250,KRTAP10-4
Gm3250,KRTAP10-6
Gm3250,KRTAP10-8
Gm7138,KRTAP10-1
Gm7138,KRTAP10-10
Gm7138,KRTAP10-11
Gm7138,KRTAP10-12
Gm7138,KRTAP10-3
Gm7138,KRTAP10-4
Gm7138,KRTAP10-5
Gm7138,KRTAP10-6
Gm7138,KRTAP10-7
Gm7138,KRTAP10-8
Gm3238,KRTAP10-10
Gm3238,KRTAP10-12
Gm3238,KRTAP10-3
Gm3238,KRTAP10-4
Gm3238,KRTAP10-6
Gm3238,KRTAP10-8
Gm3233,KRTAP10-10
Gm3233,KRTAP10-11
Gm3233,KRTAP10-12
Gm3233,KRTAP10-3
Gm3233,KRTAP10-4
Gm3233,KRTAP10-6
Gm3233,KRTAP10-8
4930404N11Rik,C19orf71
1700034J05Rik,C12orf71
Them7,THEM7P
AB124611,C19orf38
1700001P01Rik,C17orf98
Lypd9,LYPD9P
Gm14137,C15orf62
A530016L24Rik,C14orf180
1810037I17Rik,C4orf3
Lonrf3,LONRF3
Lpin3,LPIN3
Lpo,LPO
Lrcol1,LRCOL1
Lrr1,LRR1
Lrrc10b,LRRC10B
Lrrc15,LRRC15
Lrrc19,LRRC19
Lrrc25,LRRC25
Lrrc26,LRRC26
Lrrc27,LRRC27
Lrrc36,LRRC36
Lrrc43,LRRC43
Lrrc46,LRRC46
Lrrc49,LRRC49
Lrrc52,LRRC52
Lrrc55,LRRC55
Lrrc56,LRRC56
Lrrc63,LRRC63
Lrrc66,LRRC66
Lrrd1,LRRD1
Lrriq4,LRRIQ4
Lrrn4,LRRN4
Lrrn4cl,LRRN4CL
Lrrtm3,LRRTM3
Lsm3,LSM3
Lsmem1,LSMEM1
Lss,LSS
Lst1,LST1
Ltbp2,LTBP2
Ltbp4,LTBP4
Ltbr,LTBR
Lurap1l,LURAP1L
Ly6d,LY6D
Ly6e,LY6E
Ly6g5b,LY6G5B
Ly6g5c,LY6G5C
Ly6g6c,LY6G6C
Ly6g6d,LY6G6D
Ly6g6e,LY6G6E
Ly6g6f,LY6G6F
Ly6h,LY6H
Ly6c2,LY6H
Ly6c1,LY6H
Ly6i,LY6H
Ly6a,LY6H
Ly6f,LY6H
Ly6k,LY6K
Ly9,LY9
Lyl1,LYL1
Lynx1,LYNX1
Lynx1,LYNX1-SLURP2
Lypd1,LYPD1
Lypd2,LYPD2
Lypd3,LYPD3
Lypd4,LYPD4
Lypd5,LYPD5
Lypla1,LYPLA1
Mab21l4,MAB21L4
Macf1,MACF1
Madcam1,MADCAM1
Majin,MAJIN
Mall,MALL
Mamdc4,MAMDC4
Mamstr,MAMSTR
Man1c1,MAN1C1
Mansc4,MANSC4
Map2k3,MAP2K3
Map3k11,MAP3K11
Map4k1,MAP4K1
Map6d1,MAP6D1
Mapk1ip1,MAPK1IP1L
Marchf10,MARCHF10
Marchf7,MARCHF7
Marf1,MARF1
Mas1,MAS1
Mbd3l1,MBD3L1
Mbd4,MBD4
Mbnl1,MBNL1
Mcemp1,MCEMP1
Mcidas,MCIDAS
Mcub,MCUB
Mdga1,MDGA1
Medag,MEDAG
Mei1,MEI1
Mepe,MEPE
Mex3c,MEX3C
Mex3d,MEX3D
Mgat4d,MGAT4D
Mgat5b,MGAT5B
4931428F04Rik,KIAA0895L
4933411K16Rik,C10orf62
1700010I14Rik,C6orf118
D11Wsu47e,C17orf80
Milr1,MILR1
Minar2,MINAR2
Mlkl,MLKL
Mlxipl,MLXIPL
Mme,MME
Mmp1a,MMP1
Mmp10,MMP10
Mmp12,MMP12
Mmp27,MMP27
Mmp3,MMP3
Mmp7,MMP7
Mmp8,MMP8
Mmrn1,MMRN1
Ifi205,MNDA
Ifi205,PYHIN1
Ifi211,MNDA
Ifi204,IFI16
Mndal,MNDA
Mndal,PYHIN1
Ifi207,IFI16
Moap1,MOAP1
Mob3b,MOB3B
Mobp,MOBP
Mocs2,MOCS2
Mog,MOG
Mok,MOK
Morc1,MORC1
Morc4,MORC4
Morn1,MORN1
Mospd3,MOSPD3
Mpdz,MPDZ
Mpig6b,MPIG6B
Mpo,MPO
Mpzl3,MPZL3
Mrfap1,MRFAP1
Mrfap1,MRFAP1L1
Mrgprb5,MRGPRX1
Mrgprb5,MRGPRX2
Mrgprb5,MRGPRX3
Mrgprb5,MRGPRX4
Mrgprb4,MRGPRX1
Mrgprb4,MRGPRX2
Mrgprb4,MRGPRX3
Mrgprb4,MRGPRX4
Mrgprd,MRGPRD
Mrgpre,MRGPRE
Mrgprf,MRGPRF
Mrgprg,MRGPRG
Mrgprb1,MRGPRX2
Mrgprx2,MRGPRX2
Mrgpra1,MRGPRX1
Mrgpra1,MRGPRX2
Mrgpra1,MRGPRX3
Mrgpra1,MRGPRX4
Mrgpra6,MRGPRX1
Mrgpra6,MRGPRX2
Mrgpra6,MRGPRX3
Mrgpra6,MRGPRX4
Mrgpra5,MRGPRX1
Mrgpra5,MRGPRX2
Mrgpra5,MRGPRX3
Mrgpra5,MRGPRX4
Mrgpra8,MRGPRX1
Mrgpra8,MRGPRX2
Mrgpra8,MRGPRX3
Mrgpra8,MRGPRX4
Mrgpra7,MRGPRX1
Mrgpra7,MRGPRX2
Mrgpra7,MRGPRX3
Mrgpra7,MRGPRX4
Mrgpra2a,MRGPRX1
Mrgpra2a,MRGPRX2
Mrgpra2a,MRGPRX3
Mrgpra2a,MRGPRX4
Mrgpra9,MRGPRX1
Mrgpra9,MRGPRX2
Mrgpra9,MRGPRX3
Mrgpra9,MRGPRX4
Mrgpra3,MRGPRX1
Mrgpra3,MRGPRX2
Mrgpra3,MRGPRX3
Mrgpra3,MRGPRX4
Mrgpra4,MRGPRX1
Mrgpra4,MRGPRX2
Mrgpra4,MRGPRX3
Mrgpra4,MRGPRX4
Mroh6,MROH6
Mroh7,MROH7
Mroh8,MROH8
Mrpl50,MRPL50
Msantd3,MSANTD3
Msc,MSC
Msl3,MSL3
Msl3l2,MSL3
Msl3l2,MSL3P1
Mslnl,MSLNL
Msr1,MSR1
mt-Atp8,ATP8
Mt1,MT1A
Mt1,MT1B
Mt1,MT1E
Mt1,MT1F
Mt1,MT1G
Mt1,MT1H
Mt1,MT1M
Mt1,MT1X
Mt3,MT3
Mt4,MT4
Mtch1,MTCH1
Mtcl1,MTCL1
Mterf1b,MTERF1
Mterf1a,MTERF1
Muc1,MUC1
Muc15,MUC15
Muc2,MUC2
Muc20,MUC20
Mucl3,MUCL3
Mxra7,MXRA7
Myadml2,MYADML2
Mycs,MYCN
Mylk2,MYLK2
Myo18b,MYO18B
Myo19,MYO19
Myo1a,MYO1A
Myrfl,MYRFL
Mzb1,MZB1
Mzf1,MZF1
N4bp3,N4BP3
Naaa,NAAA
Nacc2,NACC2
Nap1l5,NAP1L5
Nat8f3,NAT8
Ncbp1,NCBP1
Nckap5,NCKAP5
Ncmap,NCMAP
Ncr1,NCR1
Ndufb4b,NDUFB4
Ndufv3,NDUFV3
Nefh,NEFH
Neil2,NEIL2
Nell1,NELL1
Nepn,NEPNP
Neto2,NETO2
Neu2,NEU2
Neurl3,NEURL3
Neurog2,NEUROG2
Flywch2,FLYWCH2
Nfib,NFIB
Nfkbid,NFKBID
Nhlrc1,NHLRC1
Nhlrc3,NHLRC3
Niban3,NIBAN3
Nipal1,NIPAL1
Nipal2,NIPAL2
Nkg7,NKG7
Nlrc4,NLRC4
Nlrp10,NLRP10
Nmral1,NMRAL1
Nmur2,NMUR2
Nnat,NNAT
Nol3,NOL3
Nol4,NOL4
Nop9,NOP9
Nos3,NOS3
Nox3,NOX3
Nox4,NOX4
Nps,NPS
Npsr1,NPSR1
Npy5r,NPY5R
Nqo2,NQO2
Nr1i3,NR1I3
Nrep,NREP
Nrg4,NRG4
Nrgn,NRGN
Nrip3,NRIP3
Nrk,NRK
Nsg1,NSG1
Nsun7,NSUN7
Nt5c3b,NT5C3B
Ntf5,NTF4
Nts,NTS
Ntsr2,NTSR2
Nudt16l1,NUDT16L1
Nup210l,NUP210L
Nupr1l,NUPR2
Nutm1,NUTM1
Nutm2,NUTM2B
Nutm2,NUTM2D
Nutm2,NUTM2E
Nutm2,NUTM2F
Nutm2,NUTM2G
Nxpe5,NXPE1
Nxpe2,NXPE2
Nxpe4,NXPE4
Nxph3,NXPH3
Nxph4,NXPH4
Oas1a,OAS1
Oas1g,OAS1
Oas1b,OAS1
Oas1d,OAS1
Oas1e,OAS1
Oas1c,OAS1
Oas1h,OAS1
Oas2,OAS2
Oas3,OAS3
Oasl1,OASL
Oasl2,OASL2P
Oc90,OC90
Odam,ODAM
Odaph,ODAPH
Odf1,ODF1
Odf2l,ODF2L
Odf3l1,ODF3L1
Odf4,ODF4
Olr1,OLR1
Olfr780,OR6C68
Olfr782,OR6C6
Olfr804,OR6C6
Olfr796,OR10P1
Olfr825,OR9K2
Olfr826,OR9K2
Olfr1564,OR10H1
Olfr1564,OR10H2
Olfr1564,OR10H5
Olfr372,OR2Z1
Olfr373,OR2Z1
Olfr620,OR51V1
Olfr624,OR51V1
Olfr623,OR51B6
Olfr160,OR8A1
Olfr151,OR8A1
Olfr874,OR8B12
Olfr875,OR8B12
Olfr876,OR8B12
Olfr145,OR8B8
Olfr878,OR8B4
Olfr147,OR8B2
Olfr147,OR8B3
Olfr69,OR52A5
Olfr68,OR52A5
Olfr951,OR8G1
Olfr954,OR8G1
Olfr66,OR51B4
Olfr945,OR8G1
Olfr44,OR8G1
Olfr958,OR10D3
Olfr960,OR10D4P
Olfr64,OR51B2
Olfr961,OR10D4P
Olfr963,OR10D4P
Olfr65,OR51B6
Olfr971,OR8G2P
Olfr971,OR8G3P
Olfr229,OR8G2P
Olfr229,OR8G3P
Olfr979,OR10G4
Olfr979,OR10G8
Olfr979,OR10G9
Olfr980,OR10G4
Olfr980,OR10G7
Olfr980,OR10G9
Olfr982,OR10S1
Olfr986,OR6X1
Olfr1416,OR6B2
Olfr1416,OR6B3
Olfr1415,OR6B2
Olfr1415,OR6B3
Olfr1414,OR6B2
Olfr1414,OR6B3
Olfr633,OR51J1
Olfr15,OR2C1
Olfr638,OR51Q1
Olfr635,OR51Q1
Olfr161,OR1F1
Olfr161,OR1F2P
Olfr1396,OR2V2
Olfr56,OR2V1
Olfr1393,OR2Y1
Olfr1392,OR2Y1
Olfr10,OR2Y1
Olfr1391,OR2Y1
Olfr1389,OR2Y1
Olfr1388,OR2Y1
Olfr1387,OR2Y1
Olfr1386,OR2Y1
Olfr1385,OR2Y1
Olfr1384,OR2Y1
Olfr1383,OR2Y1
Olfr1371,OR2Y1
Olfr1380,OR2Y1
Olfr1381,OR2Y1
Olfr1373,OR2Y1
Olfr331,OR2T29
Olfr331,OR2T4
Olfr331,OR2T5
Olfr325,OR2T29
Olfr325,OR2T5
Olfr330,OR2T4
Olfr330,OR2T5
Olfr640,OR51I1
Olfr328,OR2T29
Olfr328,OR2T4
Olfr328,OR2T5
Olfr641,OR51I2
Olfr323,OR11L1
Olfr316,OR2AK2
Olfr318,OR2AK2
Olfr320,OR2AK2
Olfr319,OR2AK2
Olfr314,OR2T12
Olfr314,OR2T33
Olfr314,OR2T8
Olfr222,OR2B11
Olfr646,OR52D1
Olfr648,OR52H1
Olfr190,OR5H1
Olfr190,OR5H2
Olfr190,OR5H8
Olfr199,OR5AC1
Olfr201,OR5AC1
Olfr196,OR5H1
Olfr196,OR5H14
Olfr196,OR5H15
Olfr196,OR5H6
Olfr195,OR5K3
Olfr193,OR5H1
Olfr193,OR5H14
Olfr193,OR5H15
Olfr193,OR5H6
Olfr193,OR5H8
Olfr191,OR5H1
Olfr191,OR5H14
Olfr191,OR5H15
Olfr191,OR5H6
Olfr191,OR5H8
Olfr186,OR5H2
Olfr183,OR5H1
Olfr178,OR5K4
Olfr180,OR5K4
Olfr171,OR2AJ1
Olfr169,OR2AJ1
Olfr170,OR2AJ1
Olfr166,OR2L13
Olfr168,OR2L13
Olfr504,OR56B1
Olfr657,OR56B1
Olfr429,OR6N1
Olfr658,OR52N4
Olfr248,OR10X1
Olfr417,OR10X1
Olfr220,OR6Y1
Olfr31,OR2T1
Olfr720,OR2T6
Olfr661,OR56B2P
Olfr738,OR11G2
Olfr739,OR11G2
Olfr741,OR11G2
Olfr744,OR11G2
Olfr745,OR11H6
Olfr747,OR11H4
Olfr749,OR11H4
Olfr750,OR6S1
Olfr221,OR5AU1
Olfr1512,OR10G3
Olfr1513,OR10G3
Olfr1511,OR10G2
Olfr1510,OR10G2
Olfr503,OR52N4
Olfr1359,OR2B2
Olfr1360,OR2B2
Olfr125,OR14J1
Olfr111,OR5V1
Olfr110,OR5V1
Olfr96,OR11A1
Olfr95,OR10C1
Olfr93,OR2H1
Olfr92,OR2H1
Olfr91,OR2H1
Olfr90,OR2H2
Olfr671,OR52E8
Olfr678,OR52E5
Olfr677,OR52E4
Olfr679,OR56A3
Olfr681,OR56A3
Olfr685,OR52L1
Olfr689,OR56B4
Olfr688,OR56B4
Olfr691,OR52B2
Olfr695,OR2AG1
Olfr698,OR2AG1
Olfr703,OR2AG1
Olfr700,OR2AG1
Olfr699,OR2AG1
Olfr701,OR2AG2
Olfr704,OR2AG1
Olfr694,OR2AG1
Olfr705,OR2AG1
Olfr706,OR2AG2
Olfr1532,OR2D3
Olfr299,OR14C36
Olfr714,OR10A2
Olfr714,OR10A5
Olfr17,OR10A4
Olfr715b,OR2D2
Olfr715,OR2D2
Olfr716,OR2D3
Olfr469,OR5P2
Olfr470,OR5P2
Olfr298,OR14A2
Olfr294,OR14A2
Olfr478,OR5P2
Olfr293,OR14C36
Olfr483,OR5P2
Olfr484,OR5P2
Olfr490,OR5P2
Olfr493,OR5P2
Olfr497,OR5P2
Olfr498,OR5P2
Olfr495,OR5P2
Olfr506,OR5P2
Olfr494,OR5P2
Olfr507,OR5P2
Olfr510,OR5P2
Olfr502,OR5P2
Olfr518,OR10A3
Olfr517,OR10A3
Olfr517,OR10A6
Olfr292,OR14C36
Olfr295,OR14C36
Olfr297,OR14C36
Olfr1420,OR10V1
Olfr76,OR5A1
Olfr1434,OR5AN1
Olfr1437,OR5AN1
Olfr1436,OR5AN1
Olfr1443,OR5B3
Olfr1444,OR5B21
Olfr1445,OR5B12
Olfr1447,OR5B3
Olfr1446,OR5B3
Olfr1448,OR5B12
Olfr1451,OR5B2
Olfr1454,OR5B3
Olfr1453,OR5B3
Olfr1457,OR5B3
Olfr1465,OR5B3
Olfr1458,OR5B3
Olfr1459,OR5B3
Olfr1461,OR5B3
Olfr1469,OR5B3
Olfr1490,OR10W1
Olfr1494,OR10Q1
Olfr1495,OR10Q1
Olfr1497,OR9Q2
Olfr1500,OR9Q1
Olfr1499,OR9I1
Olfr1502,OR9I1
Olfr1505,OR9I1
Olfr547,OR52B4
Olfr368,OR5C1
Olfr994,OR5AK2
Olfr995,OR5AK2
Olfr995,OR5AK3P
Olfr996,OR5G3
Olfr1000,OR5G3
Olfr998,OR5G3
Olfr552,OR52K1
Olfr552,OR52K2
Olfr1006,OR9G4
Olfr1013,OR9G1
Olfr1015,OR9G4
Olfr1016,OR9G1
Olfr1019,OR5AR1
Olfr1020,OR5AP2
Olfr1022,OR5M1
Olfr1022,OR5M10
Olfr1023,OR5M10
Olfr1029,OR5M11
Olfr1028,OR5M11
Olfr1031,OR5M8
Olfr1033,OR5M3
Olfr1034,OR5M9
Olfr1036,OR5M9
Olfr1038-ps,OR8U3
Olfr1040,OR5AL1
Olfr1039,OR5AL1
Olfr1042,OR5AL1
Olfr52,OR8U1
Olfr1045,OR8J1
Olfr1045,OR8J3
Olfr1046,OR8K1
Olfr1047,OR8K3
Olfr1049,OR8K5
Olfr1051,OR8K5
Olfr571,OR51S1
Olfr569,OR52R1
Olfr1066,OR8K3
Olfr1061,OR8K3
Olfr228,OR8K3
Olfr1076,OR8K3
Olfr1079,OR8K3
Olfr1082,OR8K3
Olfr1084,OR8K3
Olfr1080,OR8K3
Olfr568,OR51F2
Olfr1086,OR5T2
Olfr1089,OR8K3
Olfr1090,OR8K3
Olfr1093,OR5T3
Olfr141,OR5T2
Olfr1095,OR5T2
Olfr1094,OR5T1
Olfr1097,OR8H1
Olfr1097,OR8H2
Olfr1097,OR8H3
Olfr1098,OR8H1
Olfr1098,OR8H2
Olfr1098,OR8H3
Olfr1100,OR8H1
Olfr1100,OR8H2
Olfr1100,OR8H3
Olfr1099,OR8H1
Olfr1099,OR8H2
Olfr1099,OR8H3
Olfr1101,OR5T2
Olfr1104,OR8I2
Olfr1111,OR5AS1
Olfr1123,OR10AG1
Olfr1131,OR5W2
Olfr153,OR5W2
Olfr1135,OR5W2
Olfr1137,OR5W2
Olfr1136,OR5W2
Olfr1138,OR5W2
Olfr1140,OR5W2
Olfr1141,OR5W2
Olfr152,OR5I1
Olfr78,OR51E2
Olfr1143,OR5W2
Olfr1156,OR5L1
Olfr1156,OR5L2
Olfr74,OR5D18
Olfr1163,OR5D14
Olfr1162,OR5D14
Olfr1151,OR5W2
Olfr1173,OR5D13
Olfr558,OR51E1
Olfr576,OR51A7
Olfr578,OR51G1
Olfr584,OR52R1
Olfr582,OR52R1
Olfr585,OR51F1
Olfr583,OR51F1
